allBanksEver1,allBanksEver2,allBanksEver3,allBanksEver4,allBanksEver5,allBanksEver6,allBanksEver7,allBanksEver8,allBanksEver9,allBanksEver10
735768,NaN,24655,AMERICAN RIVER BANK,"1545 RIVER PARK DRIVE, SUITE 107 ",SACRAMENTO,CA,95827,041,
735852,NaN,14023,FIRST COMMUNITY BANK,200 NORTH STATE ,KNOB NOSTER,MO,65336,041,
735973,NaN,29910,SCOTTSBURG BUILDING AND LOAN ASSOCIATION,306 WEST MCCLAIN AVENUE ,SCOTTSBURG,IN,47170,041,
736158,NaN,17205,"POTTER STATE BANK OF POTTER, THE",FRONT & CHESTNUT STREETS ,POTTER,NE,69156,041,
736206,NaN,8152,CAMBRIDGE TRUST COMPANY,1336 MASSACHUSETTS AVENUE PO BOX 186,CAMBRIDGE,MA,02138,041,
736309,NaN,19882,EUROPEAN AMERICAN BANK,120 BROADWAY ,NEW YORK,NY,10271,031,
736448,NaN,8878,STATE BANK AND TRUST COMPANY,100 EAST SUNFLOWER ROAD ,CLEVELAND,MS,38732,041,
736550,NaN,18610,"UNION STATE BANK OF EVEREST, THE",6TH AND MAIN ,EVEREST,KS,66424,041,
736662,NaN,9973,"FIRST STATE BANK, THE",100 N. MCKINNEY ,RICE,TX,75155,041,
736877,NaN,28038,FIDELITY SAVINGS BANK,1009 PERRY HIGHWAY ,PITTSBURGH,PA,15237,041,
737436,NaN,4916,"FIRST NATIONAL BANK AND TRUST COMPANY, THE",204 WASHINGTON AVE ,ATHENS,TN,37303,041,
737548,NaN,17282,BANKIOWA,7045 C AVENUE NORTHEAST ,CEDAR RAPIDS,IA,52402,041,
737632,NaN,3564,FIRST NATIONAL BANK OF HOMESTEAD,1550 N KROME AVE ,HOMESTEAD,FL,33030,041,
737753,NaN,14326,PEOPLES-WEBSTER COUNTY BANK,126 WEST 4TH AVENUE ,RED CLOUD,NE,68970,041,
737959,NaN,13381,NORTHEAST MISSOURI STATE BANK,600 SOUTH BALTIMORE ,KIRKSVILLE,MO,63501,041,
738013,NaN,6531,"CITIZENS NATIONAL BANK OF BLUFFTON, THE",102 S MAIN ST ,BLUFFTON,OH,45817,041,
738040,NaN,958,UNITED BANK OF IOWA,501 2ND STREET P O BOX 111,IDA GROVE,IA,51445,041,
738143,NaN,3722,"EDGAR COUNTY BANK AND TRUST CO., PARIS, ILLINOIS, THE",101-107 WEST WOOD STREET ,PARIS,IL,61944,041,
738255,NaN,1434,"RAVENNA BANK, THE",423 GRAND AVENUE ,RAVENNA,NE,68869,041,
738303,NaN,90173,EAST CAMBRIDGE SAVINGS BANK,292 CAMBRIDGE STREET ,CAMBRIDGE,MA,02141,041,
738367,NaN,23130,BANK OF ORANGE COUNTY,10101 SLATER AVENUE ,FOUNTAIN VALLEY,CA,92708,041,
738545,NaN,11422,PEOPLES BANK,207 EAST MAIN STREET ,SENATOBIA,MS,38668,041,
738572,NaN,29926,"DEARBORN SAVINGS ASSOCIATION, FEDERAL ASSOCIATION",595 WEST EADS PARKWAY ,LAWRENCEBURG,IN,47025,041,
738611,NaN,7251,"STISSING NATIONAL BANK OF PINE PLAINS, THE","2971 CHURCH STREET, P.O.BOX 651 ",PINE PLAINS,NY,12567,041,
738657,NaN,17607,"CITY STATE BANK, THE",202 SCOTT AVENUE ,FORT SCOTT,KS,66701,041,
738769,NaN,18185,CORSICANA NATIONAL BANK AND TRUST,321 N. 15TH STREET ,CORSICANA,TX,751104511,041,
739159,NaN,18067,FREEPORT STATE BANK,800 WEST 14TH STREET ,HARPER,KS,67058,041,
739346,NaN,9096,ATKINS SAVINGS BANK AND TRUST,97 MAIN AVENUE ,ATKINS,IA,52206,041,
739355,NaN,26181,TEXAS NATIONAL BANK OF JACKSONVILLE,300 NECHES STREET ,JACKSONVILLE,TX,757664932,041,
739430,NaN,19468,FIRST NATIONAL BANK OF CENTRAL ALABAMA,"25 THIRD AVENUE, NE ",ALICEVILLE,AL,35442,041,
739560,NaN,19222,FREMONT BANK,39150 FREMONT BOULEVARD ,FREMONT,CA,94538,041,
739832,NaN,17513,"FISHER NATIONAL BANK, THE",108 SOUTH THIRD ,FISHER,IL,61843,041,
739850,NaN,8330,STATE BANK OF RIVERDALE,MAIN STREET ,RIVERDALE,NE,68870,041,
740043,NaN,3892,"FIRST NATIONAL BANK OF SPRINGDALE, THE",100 WEST EMMA AVENUE ,SPRINGDALE,AR,72764,041,
740249,NaN,254,FIRST WHITNEY BANK AND TRUST,301 CHESTNUT STREET ,ATLANTIC,IA,50022,041,
740258,NaN,8265,BANK OF LEETON,100 SOUTH MAIN ,LEETON,MO,64761,041,
740931,NaN,26535,"BANKERS BANK, THE",2410 PACES FERRY ROAD 600 PACES SUMMIT,ATLANTA,GA,30339,041,
741068,NaN,21455,FIDELITY BANK OF TEXAS,1901 W LAKE SHORE DRIVE ,WACO,TX,76716,041,
741152,NaN,15078,JUNCTION NATIONAL BANK,701 MAIN STREET ,JUNCTION,TX,768494607,041,
741273,NaN,28053,PARK FEDERAL SAVINGS BANK,5400 SOUTH PULASKI ROAD ,CHICAGO,IL,606324238,041,
741330,NaN,9963,FARMERS AND MERCHANTS BANK,322 MAIN STREET ,CLARKSVILLE,TN,37040,041,
741358,NaN,16744,PEOPLES STATE BANK,200 WEST MAIN ,CHERRYVALE,KS,67335,041,
741545,NaN,3726,"COMMERCE BANK, NATIONAL ASSOCIATION",416 MAIN STREET ,PEORIA,IL,61602,041,
741639,NaN,9636,FRANKLIN GROVE BANK,108 ELM STREET P O BOX 248,FRANKLIN GROVE,IL,61031,041,
741648,NaN,16395,"STEPHENS SECURITY BANK, THE",108 RUBY STREET ,STEPHENS,AR,71764,041,
741657,NaN,8325,FIRST NATIONAL BANK,1123 B STREET ,SCHUYLER,NE,68661,041,
741844,NaN,18394,FARMERS SAVINGS BANK,218 MAIN STREET P O BOX B,BEAMAN,IA,50609,041,
741871,NaN,32158,STERLING SAVINGS BANK,111 NORTH WALL STREET ,SPOKANE,WA,99201,041,
741956,NaN,314,"MER ROUGE STATE BANK, THE",102 W. DAVENPORT ,MER ROUGE,LA,71261,041,
741974,NaN,29937,FIRST FEDERAL SAVINGS BANK OF FRANKFORT,216 WEST MAIN STREET ,FRANKFORT,KY,40601,041,
742056,NaN,17979,CASTROVILLE STATE BANK,502 PARIS STREET ,CASTROVILLE,TX,78009,041,
742225,NaN,27023,CARDINAL BANK - POTOMAC,1313 DOLLEY MADISON BLVD ,MCLEAN,VA,22101,041,
742355,NaN,8267,FARMERS BANK OF LINCOLN,MAIN AND HIGHWAY 65 ,LINCOLN,MO,65338,041,
742542,NaN,11225,FIRST COMMUNITY BANK,JUNCTION CENTER 202 MERCHANT ROW PO BOX 218,MILTON,WI,535630218,041,
742560,NaN,21673,DAI-ICHI KANGYO BANK OF CALIFORNIA,555 WEST FIFTH STREET ,LOS ANGELES,CA,90013,031,
742636,NaN,23222,MISSISSIPPI RIVER BANK,8435 HIGHWAY 23 ,BELLE CHASSE,LA,70037,041,
742944,NaN,5297,FIRST NATIONAL BANK OF HARTFORD,116 WEST SUMNER STREET ,HARTFORD,WI,53027,041,
743053,NaN,4672,FIRST NATIONAL BANK OF GIRARD,203 SOUTH SUMMIT STREET ,GIRARD,KS,66743,041,
743455,NaN,4640,"FIRST NATIONAL BANK OF CLIFTON, THE",103 EAST PARALLEL ,CLIFTON,KS,66937,041,
743651,NaN,10356,"FIRST STATE BANK, THE",142 N. OHIO DRIVE ,CELINA,TX,75009,041,
743679,NaN,30117,RELIANCE SAVINGS BANK,1119 12TH ST. ,ALTOONA,PA,16601,041,
743857,NaN,13198,CITIZENS STATE BANK,318 RAILWAY ST. ,ENDERLIN,ND,58027,041,
743950,NaN,8268,"FARMERS BANK OF LOHMAN, MISSOURI",MAIN STREET ,LOHMAN,MO,65053,041,
744144,NaN,10888,PEOTONE BANK AND TRUST COMPANY,200 WEST CORNING AVENUE ,PEOTONE,IL,60468,041,
744238,NaN,924,MARQUETTE BANK ILLINOIS,21 EAST MAIN STREET ,GALESBURG,IL,61401,041,
744256,NaN,15586,FIRST STATE BANK,2002 BROADWAY ,SCOTTSBLUFF,NE,69361,041,
744573,NaN,29945,LIBERTY FEDERAL SAVINGS AND LOAN ASSOCIATION,5612 THE ALAMEDA ,BALTIMORE,MD,21239,041,
744854,NaN,16817,CITIZENS BANK,301 E. MAIN STREET ,KILGORE,TX,756625965,041,
745150,NaN,17114,GORHAM STATE BANK,129 EAST HWY 40 ,GORHAM,KS,67640,041,
745347,NaN,33552,BOONE BANK & TRUST CO.,716 8TH STREET ,BOONE,IA,50036,041,
745374,NaN,30985,FIRST FEDERAL OF NORTHERN MICHIGAN,100 SOUTH SECOND AVENUE ,ALPENA,MI,497070000,041,
745570,NaN,2260,"FIRST NATIONAL BANK OF LAYTON, THE",12 SOUTH MAIN STREET ,LAYTON,UT,84041,041,
745646,NaN,1853,KEOKUK SAVINGS BANK AND TRUST COMPANY,501 MAIN STREET ,KEOKUK,IA,52632,041,
745776,NaN,30132,FIRST FEDERAL SAVINGS AND LOAN ASSOCIATION OF PEKIN,532 COURT ST ,PEKIN,IL,615540000,041,
745954,NaN,9425,"FINGAL STATE BANK, THE",MAIN STREET ,FINGAL,ND,58031,041,
746054,NaN,2992,"CITIZENS NATIONAL BANK OF AKRON, THE",101 MAIN STREET P.O. BOX 300,AKRON,CO,80720,041,
746157,NaN,8546,FIRST STATE BANK OF SAINT JOSEPH,400 4TH AVENUE NORTHEAST ,SAINT JOSEPH,MN,56374,041,
746223,NaN,4829,"NATIONAL BANK OF CAMBRIDGE, THE",304 HIGH STREET ,CAMBRIDGE,MD,21613,041,
746344,NaN,1035,BANK OF WALDRON,110 WEST FOURTH STREET ,WALDRON,AR,72958,041,
746429,NaN,6139,BANK OF MCKENNEY,20718 FIRST STREET ,MCKENNEY,VA,23872,041,
746513,NaN,20281,PEOPLES BANK & TRUST COMPANY OF MADISON COUNTY,419 CHESTNUT STREET ,BEREA,KY,40403,041,
746755,NaN,17769,HANSTON STATE BANK,102 NORTH LOGAN ,HANSTON,KS,67849,041,
746942,NaN,8499,UNION STATE BANK,214 SOUTH FIRST STREET ,GREENFIELD,IA,50849,041,
746979,NaN,30987,SPRATT SAVINGS AND LOAN ASSOCIATION,121 SALUDA STREET ,CHESTER,SC,29706,041,
747051,NaN,11466,BANK OF MANSFIELD,110 COMMERCIAL STREET ,MANSFIELD,MO,65704,041,
747172,NaN,28969,PRINCE GEORGES FEDERAL SAVINGS BANK,14804 PRATT STREET ,UPPER MARLBORO,MD,20772,041,
747257,NaN,17451,"HALSTEAD BANK, THE",314 MAIN STREET ,HALSTEAD,KS,67056,041,
747435,NaN,22846,"HEMISPHERE NATIONAL BANK, THE",2159 CORAL WAY ,MIAMI,FL,33145,041,
747743,NaN,4471,LANDMANDS NATIONAL BANK,MAIN STREET ,AUDUBON,IA,50025,041,
747846,NaN,14085,PORT BYRON STATE BANK,124 NORTH MAIN ,PORT BYRON,IL,61275,041,
748254,NaN,8537,CHEROKEE STATE BANK OF ST. PAUL,607 SMITH AVENUE SOUTH ,SAINT PAUL,MN,55107,041,
748357,NaN,11570,CHAPPELL HILL BANK,802 MAIN STREET ,CHAPPELL HILL,TX,77426,041,
748441,NaN,81,WARREN BANK AND TRUST COMPANY,201 SOUTH MAIN STREET ,WARREN,AR,71671,041,
748647,NaN,11760,BURLINGTON BANK AND TRUST,222 NORTH MAIN STREET P O BOX 728,BURLINGTON,IA,52601,041,
748964,NaN,18698,TEXAS STATE BANK,2201 SHERWOOD WAY ,SAN ANGELO,TX,769013057,041,
749046,NaN,14939,PEOPLES STATE BANK,9252 JOSEPH CAMPAU AVENUE ,HAMTRAMCK,MI,48212,041,
749121,NaN,24581,CAROLINA COMMUNITY BANK,300 PEACHTREE STREET ,MURPHY,NC,28906,041,
749242,NaN,12437,"PEOPLES BANK AND TRUST COMPANY, THE",209 TROY STREET ,TUPELO,MS,38801,041,
749550,NaN,3287,"LA COSTE NATIONAL BANK, THE",100 S. FRONT ,LA COSTE,TX,78039,041,
749569,NaN,22338,GOLDEN GATE BANK,344 PINE STREET ,SAN FRANCISCO,CA,94104,041,
749635,NaN,35,AUBURNBANK,100 NORTH GAY STREET ,AUBURN,AL,36831,041,
749756,NaN,21001,ARAPAHOE BANK AND TRUST,7777 EAST ARAPAHOE RD ,ENGLEWOOD,CO,80112,041,
749840,NaN,9295,FARMERS STATE BANK,401 MAIN STREET ,LAKE VIEW,IA,51450,041,
749943,NaN,10438,RARITAN STATE BANK,MAIN STREET P O BOX 8,RARITAN,IL,61471,041,
749952,NaN,3134,FIRST BANK AND TRUST OF CHILDRESS,301 NORTH MAIN ,CHILDRESS,TX,79201,041,
750051,NaN,16733,NORTH STAR BANK,1820 N. LEXINGTON AVE. ,ROSEVILLE,MN,55113,041,
750127,NaN,12885,"PEOPLES BANK OF KENT COUNTY, MARYLAND",100 SPRING AVENUE ,CHESTERTOWN,MD,21620,041,
750154,NaN,17856,FIRST STATE BANK,201 SOUTH WEATHERFORD ,CHICO,TX,76431,041,
750239,NaN,12406,GLENVIEW STATE BANK,800 WAUKEGAN ROAD ,GLENVIEW,IL,60025,041,
750305,NaN,90185,DANVERS SAVINGS BANK,1 CONANT STREET ,DANVERS,MA,01923,041,
750341,NaN,11407,HASTINGS CITY BANK,150 WEST COURT STREET ,HASTINGS,MI,49058,041,
750444,NaN,1556,STATE BANK OF BUSSEY,4TH & MERRILL STREETS P.O. BOX 218,BUSSEY,IA,500440218,041,
750501,NaN,14940,"NEWTON TRUST COMPANY, THE",30 PARK PLACE ,NEWTON,NJ,07860,041,
750846,NaN,15839,SECURITY STATE BANK,1 EAST STATE STREET PO BOX 340,ALGONA,IA,50511,041,
750864,NaN,18923,CALIFORNIA COMMERCE BANK,"2029 CENTURY PARK EAST, 41ST FLOOR ",CENTURY CITY,CA,90067,031,
751151,NaN,4686,"EMPRISE BANK, NATIONAL ASSOCIATION",104 EAST GRAND STREET ,HILLSBORO,KS,67063,041,
751254,NaN,8536,PROGROWTH BANK,703 3RD STREET ,NICOLLET,MN,56074,041,
751302,NaN,17703,ELLENVILLE NATIONAL BANK,70 CANAL STREET ,ELLENVILLE,NY,12428,041,
751656,NaN,1399,STATE BANK & TRUST COMPANY OF NEW ULM,100 NORTH MINNESOTA STREET ,NEW ULM,MN,56073,041,
751740,NaN,12398,ROBERTS STATE BANK,136 EAST GREEN ,ROBERTS,IL,60962,041,
751759,NaN,11151,FIRST STATE BANK CENTRAL TEXAS,5550 SW H.J. DODGEN LOOP ,TEMPLE,TX,765043445,041,
751852,NaN,17009,CENTRAL BANK OF KANSAS CITY,2301 INDEPENDENCE BOULEVARD ,KANSAS CITY,MO,64124,041,
751955,NaN,19337,"NATIONAL BANK OF HARVEY, THE",920 LINCOLN AVE. ,HARVEY,ND,58341,041,
752644,NaN,12206,MECHANICS BANK,319 NORTH MAIN STREET ,WATER VALLEY,MS,38965,041,
752653,NaN,8526,RICHLAND STATE BANK,130 LOUISA STREET ,RAYVILLE,LA,712690817,041,
752831,NaN,148,BANK OF MADISON,133 NORTH MAIN STREET ,MADISON,GA,30650,041,
752970,NaN,31027,WESTERNBANK PUERTO RICO,15 MENDEZ VIGO STREET ,MAYAGUEZ,PR,00680,041,
753052,NaN,8594,MONTROSE SAVINGS BANK,401 MISSOURI AVENUE ,MONTROSE,MO,64770,041,
753324,NaN,6123,BANK OF CLARKE COUNTY,2 EAST MAIN STREET ,BERRYVILLE,VA,22611,041,
753351,NaN,9344,MINNWEST BANK ORTONVILLE,25 SE SECOND STREET ,ORTONVILLE,MN,56278,041,
753548,NaN,10485,"SCOTT COUNTY STATE BANK, THE",125 WEST MCCLAIN AVENUE ,SCOTTSBURG,IN,47170,041,
753641,NaN,23126,HURON NATIONAL BANK,200 EAST ERIE STREET PO BOX 240,ROGERS CITY,MI,49779,041,
753856,NaN,11891,"DONLEY COUNTY STATE BANK, THE",201 S. KEARNEY ,CLARENDON,TX,79226,041,
754031,NaN,43,BANK OF BERRY,DEPOT STREET ,BERRY,AL,35546,041,
754068,NaN,25249,INLAND EMPIRE NATIONAL BANK,3737 MAIN STREET ,RIVERSIDE,CA,92501,041,
754246,NaN,4476,"FIRST NATIONAL BANK OF LOGAN, THE",323 EAST 7TH STREET ,LOGAN,IA,51546,041,
754358,NaN,3137,FIRST NATIONAL BANK IN CISCO,418 CONRAD HILTON ,CISCO,TX,764372724,041,
754433,NaN,18659,MUTUAL BANK,16540 SOUTH HALSTED STREET ,HARVEY,IL,60426,041,
754536,NaN,17841,VERMILION BANK & TRUST COMPANY,420 NORTH CUSHING AVENUE ,KAPLAN,LA,70548,041,
754657,NaN,4555,"FIRST NATIONAL BANK OF MOUNT VERNON, THE",108 SOUTH HICKORY ,MOUNT VERNON,MO,65712,041,
754826,NaN,6636,"VINTON COUNTY NATIONAL BANK OF MCARTHUR, THE",112 WEST MAIN ST ,MCARTHUR,OH,45651,041,
754853,NaN,4697,"FIRST NATIONAL BANK OF HUTCHINSON, THE",1 NORTH MAIN STREET ,HUTCHINSON,KS,67501,041,
754929,NaN,6821,"NATIONAL BANK OF BLACKSBURG, THE",100 SOUTH MAIN STREET ,BLACKSBURG,VA,24060,041,
755047,NaN,14370,FIRST NATIONAL BANK IN HOWELL,101 EAST GRAND RIVER ,HOWELL,MI,48843,041,
755056,NaN,9129,FIRST STATE BANK OF HOPE,STEELE AVE. ,HOPE,ND,58046,041,
755252,NaN,9322,CROSS KEYS BANK,PLANK ROAD ,SAINT JOSEPH,LA,71366,041,
755328,NaN,5966,"PEOPLES BANKING COMPANY, THE",301 SOUTH MAIN ST. ,FINDLAY,OH,45840,041,
755346,NaN,19781,LIBERTY BANK,815 NORTH WATER STREET ,MILWAUKEE,WI,53202,041,
755421,NaN,8672,"BLUE GRASS VALLEY BANK, THE",6 MAIN STREET ,BLUE GRASS,VA,24413,041,
755458,NaN,5229,"FIRST NATIONAL BANK OF PLAINVIEW, THE",138 WEST BROADWAY ,PLAINVIEW,MN,55964,041,
755551,NaN,22563,SOUTH TEXAS NATIONAL BANK OF LAREDO,2211 GUADALUPE STREET ,LAREDO,TX,780433433,041,
755609,NaN,6315,"NATIONAL BANK OF SUSSEX COUNTY, THE",3 BROAD STREET ,BRANCHVILLE,NJ,07826,041,
755850,NaN,5227,FIRST NATIONAL BANK AND TRUST,101 NORTHWEST SECOND STREET ,PIPESTONE,MN,56164,041,
756316,NaN,6533,"UNITED BANK, NATIONAL ASSOCIATION",401 S SANDUSKY AVE ,BUCYRUS,OH,448202698,041,
756343,NaN,14230,MALVERN TRUST & SAVINGS BANK,4TH AND MAIN STREETS P O BOX H,MALVERN,IA,51551,041,
756848,NaN,10595,COMMUNITY FIRST BANK,915 WEST FORT SCOTT PO BOX 405,BUTLER,MO,64730,041,
756950,NaN,14463,EMPRISE BANK,1 WEST MADISON ,IOLA,KS,66749,041,
757377,NaN,29009,LIBERTY BANK FOR SAVINGS,2392 NORTH MILWAUKEE AVENUE ,CHICAGO,IL,60647,041,
757452,NaN,13897,FARMERS STATE BANK,124 EAST 3RD STREET ,CAMERON,MO,64429,041,
757612,NaN,7598,"FIRST NATIONAL BANK OF MARYSVILLE, THE",101 LINCOLN STREET ,MARYSVILLE,PA,170530017,041,
757676,NaN,31063,RIVERWOOD BANK,14633 EDGEWOOD DRIVE ,BAXTER,MN,56425,041,
757779,NaN,28186,MIFFLIN COUNTY SAVINGS BANK,19 N. BROWN ST. ,LEWISTOWN,PA,17044,041,
758440,NaN,239,AMERICAN INTERSTATE BANK,223 MAIN STREET P O BOX 345,MANNING,IA,51455,041,
758703,NaN,17870,CAMBRIDGE SAVINGS BANK,1374 MASSACHUSETTS AVENUE ,CAMBRIDGE,MA,02138,041,
758721,NaN,6879,MARSHALL NATIONAL BANK AND TRUST COMPANY,MAIN STREET ,MARSHALL,VA,22115,041,
758842,NaN,10125,CITIZENS SAVINGS BANK,215 EAST MAIN STREET P O BOX 137,ANAMOSA,IA,52205,041,
758851,NaN,26960,FIRST BANK OF THE LAKE,"4558 HIGHWAY 54, SUITE 100 ",OSAGE BEACH,MO,65065,041,
759045,NaN,25883,FIRST EAGLE NATIONAL BANK,1040 WEST LAKE STREET ,HANOVER PARK,IL,60133,041,
759072,NaN,30890,AURORA BANK FSB,1000 N. WEST STREET SUITE 200,WILMINGTON,DE,19801,041,
759250,NaN,8944,MCVILLE STATE BANK,201 SOUTH MAIN ,MCVILLE,ND,58254,041,
759540,NaN,20364,NORTH MILWAUKEE STATE BANK,5630 WEST FOND DU LAC AVENUE ,MILWAUKEE,WI,53216,041,
759625,NaN,6137,BANK OF BOTETOURT,892 MAIN STREET ,BUCHANAN,VA,24066,041,
760041,NaN,17456,FIRST FARMERS STATE BANK,15 SOUTH MAIN STREET ,SULLIVAN,IN,47882,041,
760108,NaN,90238,STRATA BANK,81 MAIN ST ,MEDWAY,MA,02053,041,
760210,NaN,10280,"FARMERS AND MERCHANTS BANK, THE",430 NORTH ST ,CALDWELL,OH,437241289,041,
760331,NaN,5676,"BANK OF INVERNESS, THE",SOUTH US HIGHWAY 41 ,INVERNESS,FL,32651,041,
760340,NaN,16752,NATIONAL BANK OF SAINT ANNE,158 WEST STATION ,SAINT ANNE,IL,60964,041,
760434,NaN,10473,IPAVA STATE BANK,70 EAST MAIN STREET P O BOX 127,IPAVA,IL,61441,041,
760555,NaN,15445,"BREMER BANK, NATIONAL ASSOCIATION",20 1ST STREET SOUTHWEST ,MINOT,ND,58701,041,
760649,NaN,5814,AUDUBON STATE BANK,315 BROADWAY ,AUDUBON,IA,50025,041,
760742,NaN,18086,BELLE STATE BANK,HIGHWAY 28 AND TENTH STREET ,BELLE,MO,65013,041,
760854,NaN,22876,SOUTHWEST MISSOURI BANK,314 WEST THIRD ,CARTHAGE,MO,64836,041,
760939,NaN,9070,FIRST BANK OF PIKE,BARNESVILLE STREET ,MOLENA,GA,30258,041,
760957,NaN,9769,"FIRST STATE BANK OF ROSEMOUNT, THE",3025 145TH ST. WEST ,ROSEMOUNT,MN,55068,041,
761178,NaN,32251,PROGRESS BANK OF FLORIDA,5537 SHELDON ROAD SUITE D,TAMPA,FL,33615,041,
761244,NaN,12208,BELGRADE STATE BANK,401 NORTH MAIN STREET ,BELGRADE,MO,63622,041,
761347,NaN,13029,MITCHELL BANK,1039 WEST MITCHELL ,MILWAUKEE,WI,53204,041,
761459,NaN,13652,ROYALTON STATE BANK,412 NORTH HIGHWAY 10 ,ROYALTON,MN,56373,041,
761543,NaN,10111,TRI-COUNTY BANK & TRUST,332 1ST AVENUE WEST P O BOX 790,CASCADE,IA,52033,041,
761806,NaN,18221,"WEBSTER BANK, NATIONAL ASSOCIATION",145 BANK STREET WEBSTER PLAZA,WATERBURY,CT,06702,041,
761833,NaN,25796,COMMUNITY BANK & TRUST - TROUP,201 BROAD STREET ,LA GRANGE,GA,30240,041,
761851,NaN,1900,FIRST INDEPENDENT BANK,300 FRONT STREET ,RUSSELL,MN,56169,041,
761954,NaN,15480,COLEMAN COUNTY STATE BANK,118 W. PECAN ,COLEMAN,TX,76834,041,
762045,NaN,248,STATE SAVINGS BANK,102 MAIN STREET P O BOX 77,BAXTER,IA,50028,041,
762054,NaN,19090,"LONE STAR STATE BANK, THE",300 N. MAIN STREET ,LONE STAR,TX,756689733,041,
762353,NaN,1901,FARMERS & MERCHANTS STATE BANK OF SACRED HEART,200 WEST MAPLE STREET ,SACRED HEART,MN,56285,041,
762429,NaN,9693,"PEOPLES BANK OF MARYLAND, THE",207 MARKET STREET ,DENTON,MD,21629,041,
762447,NaN,3705,"FIRST MID-ILLINOIS BANK & TRUST, NATIONAL ASSOCIATION",1515 CHARLESTON ,MATTOON,IL,61938,041,
762474,NaN,30895,FIDELITY BANK,100 EAST ENGLISH ,WICHITA,KS,67202,041,
762607,NaN,2569,"BROADWAY NATIONAL BANK OF CHELSEA, THE",457 BROADWAY ,CHELSEA,MA,02150,041,
762625,NaN,13011,FIRST AND CITIZENS BANK,SPRUCE STREET & MAIN STREET ,MONTEREY,VA,24465,041,
762661,NaN,25653,FREMONT INVESTMENT & LOAN,175 NORTH RIVERVIEW DRIVE ,ANAHEIM,CA,92808,041,
762773,NaN,32257,ABACUS FEDERAL SAVINGS BANK,6 BOWERY ,NEW YORK,NY,10013,041,
763211,NaN,289,BANK OF HINDMAN,39 WEST MAIN STREET ,HINDMAN,KY,418220308,041,
763556,NaN,12186,PLAZA PARK STATE BANK,17 DIVISION STREET ,WAITE PARK,MN,56387,041,
763677,NaN,31100,SECURITY FEDERAL BANK,238 RICHLAND AVENUE W ,AIKEN,SC,29801,041,
763752,NaN,16590,GRANTS STATE BANK,824 WEST SANTA FE ,GRANTS,NM,87020,041,
763930,NaN,5716,FARMERS & MERCHANTS BANK,110 CARTER STREET ,LAKELAND,GA,31635,041,
763958,NaN,14741,CITIZENS STATE BANK OF ST. JAMES,123 ARMSTRONG BLVD SO. ,SAINT JAMES,MN,56081,041,
764030,NaN,20504,AMERICAN BANKING COMPANY,225 SOUTH MAIN ST ,MOULTRIE,GA,31768,041,
764058,NaN,16111,HIGHLAND BANK,701 CENTRAL AVENUE EAST ,SAINT MICHAEL,MN,55376,041,
764067,NaN,22942,"AMERICAN NATIONAL BANK OF MOUNT PLEASANT, THE",301 S MADISON AVE ,MOUNT PLEASANT,TX,754554435,041,
764142,NaN,14352,"RUBIO SAVINGS BANK OF BRIGHTON, IOWA",122 EAST WASHINGTON STREET ,BRIGHTON,IA,52540,041,
764151,NaN,21807,LOVELADY STATE BANK,HIGHWAY 19 ,LOVELADY,TX,758519765,041,
764414,NaN,14953,"UNITED NATIONAL BANK & TRUST COMPANY, THE",220 MARKET STREET ,CANTON,OH,44702,041,
764441,NaN,256,MELVIN SAVINGS BANK,MAIN STREET P O BOX 188,MELVIN,IA,51350,041,
764647,NaN,15317,"CORNERSTONE BANK & TRUST, NATIONAL ASSOCIATION",600 NORTH MAIN STREET ,CARROLLTON,IL,62016,041,
764816,NaN,20872,CITIZENS GUARANTY BANK,457 EAST MAIN STREET ,RICHMOND,KY,40475,041,
764843,NaN,219,BUFFALO SAVINGS BANK,120 WASHINGTON STREET ,BUFFALO,IA,52728,041,
764982,NaN,50028,HERITAGEBANK OF THE SOUTH,721 NORTH WESTOVER BOULEVARD ,ALBANY,GA,31707,041,
765019,NaN,11866,BRYN MAWR TRUST COMPANY,801 LANCASTER AVENUE ,BRYN MAWR,PA,19010,041,
765046,NaN,16179,MAZON STATE BANK,606 DEPOT STREET ,MAZON,IL,60444,041,
765130,NaN,22609,BANK OF KENNEY,ROUTE 54 AND JORDAN STREET P O BOX 117,KENNEY,IL,61749,041,
765318,NaN,18620,CITIZENS BANK & TRUST CO. OF JACKSON,1138 MAIN STREET ,JACKSON,KY,413391120,041,
765354,NaN,1937,BANK OF CROCKER,200 ICHORD AVENUE ,WAYNESVILLE,MO,65583,041,
765505,NaN,90297,WEBSTER FIVE CENTS SAVINGS BANK,136 THOMPSON ROAD ,WEBSTER,MA,01570,041,
765662,NaN,15523,MUENSTER STATE BANK,201 N. MAIN STREET ,MUENSTER,TX,76252,041,
765756,NaN,14533,"WELLS FARGO BANK TEXAS, NATIONAL ASSOCIATION","16414 SAN PEDRO, SUITE 1000 ",SAN ANTONIO,TX,78232,031,
765774,NaN,31123,OLYMPIC SAVINGS SSB,707 COMMERCE ST ,REFUGIO,TX,78377,041,
765877,NaN,28246,HOME SAVINGS BANK,214 NORTH LINCOLN ,CHANUTE,KS,66720,041,
766052,NaN,23551,COMMUNITY BANK OF EL DORADO SPRINGS,210 EAST 54 HIGHWAY ,EL DORADO SPRINGS,MO,64744,041,
